parkID	NAME	Year	Capacity	Surface	Area_Fair	Cover	LF_Dim	SLF_Dim	LFA_Dim	LC_Dim	LCC_Dim	CF_Dim	RCC_Dim	RC_Dim	RFA_Dim	SRF_Dim	RF_Dim	Backstop	Foul	LF_W	LC_W	CF_W	RC_W	RF_W	Comments
STL07	Sportsman's Park III	1922	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
WAS09	Griffith Stadium	1922	32000	N		O	448	413		413		465		385		364	323	61	M	11	11	20	20	11	
BOS07	Fenway Park	1921	35000	N		O	324			377		458	496				314	62	S	25	18	10	5	3	
BOS08	Braves Field	1921	45000	N		O	402			402		461		402			365	75	L	10		10		10	
CHI10	Comiskey Park I	1921	38000	N	110	O	362			382		420		382			365	98	M	12		15		12	
CHI11	Cubs Park	1921	18000	N		O	327	338		377	433	425		344		308	298	62	S	8	8	12	22	22	
CIN07	Redland Field	1921	25000	N	104	O	320			360		420		375			384	38	M	18		18		8	
CLE06	Dunn Field	1921	21400	N	103	O	376			415		420		400			290	76	M	5		10		45	
DET04	Navin Field	1921	23000	N		O	345			365		467		370			370	54	S	5		9		8	
NYC14	Polo Grounds V	1921	38000	N		O	287			385		433		385			256	65	L	10		20		12	
NYC15	Ebbets Field	1921	18000	N	100	O	418			365		450		352			296	64	S	10		10		19	
PHI09	Baker Bowl	1921	18000	N	92	O	335	356		379		408		325		288	272	53	M	3	3	3	47	40	
PHI11	Shibe Park	1921	20000	N		O	380			393		502		393			380	90	L	12		20		12	
PIT06	Forbes Field	1921	25000	N	118	O	360	369		403	462	409		373		375	376	84	L	11	20	11	8	11	
STL07	Sportsman's Park III	1921	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
WAS09	Griffith Stadium	1921	32000	N		O	448	413		413		465		385		364	323	61	M	11	11	20	20	11	Double decked from bases down to foul poles. Field rotated slightly towards RF.
BOS07	Fenway Park	1920	35000	N		O	324			377		458	496				314	62	S	25	18	10	5	3	
BOS08	Braves Field	1920	45000	N	128	O	402			396		461		402			369	75	L	10		10		10	
CHI10	Comiskey Park I	1920	38000	N	110	O	362			382		420		382			365	98	M	12		15		12	
CHI11	Cubs Park	1920	18000	N		O	327	338		377	433	425		344		308	298	62	S	8	8	12	22	22	
CIN07	Redland Field	1920	25000	N	104	O	360			360		420		375			360	38	M	18		18		8	
CLE06	Dunn Field	1920	21400	N	117	O	375	383		413	460	420		340		304	290	76	M	5		10		45	Seats added in August- Home Plate moved out 40 Ft.
DET04	Navin Field	1920	23000	N		O	345			365		467		370			370	54	S	5		9		8	
NYC14	Polo Grounds V	1920	38000	N		O	277			385		433		385			256	65	L	10		20		12	
NYC15	Ebbets Field	1920	18000	N	100	O	410			365		450		352			300	64	S	10		10		19	
PHI09	Baker Bowl	1920	18000	N	92	O	335	356		379		408		325		288	272	53	M	3	3	3	47	40	
PHI11	Shibe Park	1920	20000	N		O	378			393		502		393			378	90	L	12		20		12	
PIT06	Forbes Field	1920	25000	N	118	O	360	369		403	462	409		373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1920	20000	N		O	410	424		458	475	441		360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1920	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
WAS09	Griffith Stadium	1920	27410	N		O	464	421		413		459		388		374	323	61	M	11	11	20	20	11	
BOS07	Fenway Park	1919	35000	N		O	324	335		377		458	496	407		404	314	62	S	25	18	10	4	4	
BOS08	Braves Field	1919	45000	N	128	O	400	400		415		461		542		390	369	75	L	10	10	10	8	10	
CHI10	Comiskey Park I	1919	38000	N	110	O	363	368		402		420	422	402		368	363	82	M	8	8	8	8	8	
CHI11	Cubs Park	1919	18000	N		O	327	338		377	455	425	433	344		308	298	62	S	8	8	12	22	22	
CIN07	Redland Field	1919	25000	N	104	O	352	373		427		420		431		397	400	60	M	18		18		8	
CLE06	Dunn Field	1919	21400	N	117	O	375	383		413		420	460	340		304	290	76	M	5	10	10	20	45	
DET04	Navin Field	1919	23000	N		O	345	357		398		469	479	385		346	370	54	S	12	25	12	6	20	
NYC14	Polo Grounds V	1919	36000	N		O	277	377		447		433		443		367	258	65	L	10	16	10	11	12	
NYC15	Ebbets Field	1919	24000	N	100	O	410	408		431		496		386		321	300	85	S	20	20	20	20	19	
PHI09	Baker Bowl	1919	18300	N	92	O	335	356		379		408		325		288	272	53	M	3	3	3	47	40	
PHI11	Shibe Park	1919	26000	N		O	378	346		384		481	509	392		352	340	75	L	12	4	4	12	12	
PIT06	Forbes Field	1919	25000	N	118	O	360	369		403		409	462	373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1919	20000	N		O	410	424		458		441	475	360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1919	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
WAS09	Griffith Stadium	1919	27410	N		O	464	421		413		459		388		374	323	61	M	11	11	20	20	11	
BOS07	Fenway Park	1918	35000	N		O	324	335		377		458	496	407		404	314	62	S	25	18	10	4	4	
BOS08	Braves Field	1918	45000	N	128	O	400	400		415		461		542		390	369	75	L	10	10	10	8	10	
CHI10	Comiskey Park I	1918	38000	N	110	O	363	368		402		420	422	402		368	363	82	M	8	8	8	8	8	
CHI11	Weeghman Park	1918	18000	N		O	327	338		377	455	425	433	344		308	298	62	S	8	8	12	22	22	
CIN07	Redland Field	1918	25000	N	104	O	352	373		427		420		431		397	400	60	M	18		18		8	
CLE06	Dunn Field	1918	21400	N	117	O	375	383		413		420	460	340		304	290	76	M	5	10	10	20	45	
DET04	Navin Field	1918	23000	N		O	345	357		398		469	479	385		346	370	54	S	12	25	12	6	20	
NYC14	Polo Grounds V	1918	36000	N		O	277	377		447		433		443		367	258	65	L	10	16	10	11	12	
NYC15	Ebbets Field	1918	24000	N	100	O	410	408		431		496		386		321	300	85	S	20	20	20	20	19	
PHI09	Baker Bowl	1918	18300	N	92	O	335	356		379		408		325		288	272	53	M	3	3	3	47	40	Some CF bleacher seats removed
PHI11	Shibe Park	1918	26000	N		O	378	346		384		481	509	392		352	340	75	L	12	4	4	12	12	
PIT06	Forbes Field	1918	25000	N	118	O	360	369		403		409	462	373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1918	20000	N		O	410	424		458		441	475	360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1918	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
WAS09	Griffith Stadium	1918	27410	N		O	464	421		413		459		388		374	323	61	M	11	11	20	20	11	
BOS07	Fenway Park	1917	35000	N		O	324	335		377		458	496	407		404	314	62	S	25	18	10	4	4	
BOS08	Braves Field	1917	45000	N	128	O	400	400		415		461		542		390	369	75	L	10	10	10	8	10	
CHI10	Comiskey Park I	1917	35000	N	110	O	363	368		402		420	422	402		368	363	82	M	8	8	8	8	8	
CHI11	Weeghman Park	1917	18000	N		O	327	338		377	455	425	433	344		308	298	62	S	8	8	12	22	22	
CIN07	Redland Field	1917	25000	N	104	O	352	373		427		420		431		397	400	60	M	18		18		8	
CLE06	Dunn Field	1917	21400	N	117	O	375	383		413		420	460	340		304	290	76	M	5	10	10	20	45	
DET04	Navin Field	1917	23000	N		O	345	357		398		469	479	385		346	370	54	S	12	25	12	6	20	
NYC14	Polo Grounds V	1917	36000	N		O	277	377		447		433		443		367	258	65	L	10	16	10	11	12	Canvas CF batter's backround removed in May
NYC15	Ebbets Field	1917	24000	N	100	O	410	408		431		496		386		321	300	85	S	20	20	20	20	19	
PHI09	Baker Bowl	1917	18800	N	92	O	335	356		379		388		325		288	272	53	M	3	3	3	47	40	
PHI11	Shibe Park	1917	26000	N		O	378	346		384		481	509	392		352	340	75	L	12	4	4	12	12	
PIT06	Forbes Field	1917	25000	N	118	O	360	369		403		409	462	373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1917	20000	N		O	410	424		458		441	475	360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1917	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
WAS09	Griffith Stadium	1917	27410	N		O	464	421		413		459		388		374	323	61	M	11	11	20	20	11	
BOS07	Fenway Park	1916	35000	N		O	324	335		377		458	496	407		404	314	62	S	25	18	10	4	4	
BOS08	Braves Field	1916	45000	N	128	O	400	400		415		461		542		390	369	75	L	10	10	10	8	10	
CHI10	Comiskey Park I	1916	35000	N	110	O	363	368		402		420	422	402		368	363	82	M	8	8	8	8	8	
CHI11	Weeghman Park	1916	18000	N		O	327	338		377	455	425	433	344		308	298	62	S	8	8	12	12	12	
CIN07	Redland Field	1916	25000	N	104	O	352	373		427		420		431		397	400	60	M	18		18		8	
CLE06	Dunn Field	1916	21400	N	117	O	375	383		413		420	460	340		304	290	76	M	5	10	10	20	45	
DET04	Navin Field	1916	23000	N		O	345	357		398		469	479	385		346	370	54	S	12	25	12	6	20	
NYC14	Polo Grounds V	1916	34000	N		O	277	377		447		433		443		367	258	65	L	10	16	20	11	12	
NYC15	Ebbets Field	1916	24000	N	100	O	410	408		431		496		386		321	300	85	S	20	20	20	20	19	
PHI09	Baker Bowl	1916	18800	N	92	O	335	356		379		388		325		288	272	53	M	3	3	3	47	40	
PHI11	Shibe Park	1916	26000	N		O	378	346		384		481	509	392		352	340	75	L	12	4	4	12	12	
PIT06	Forbes Field	1916	25000	N	118	O	360	369		403		409	462	373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1916	20000	N		O	410	424		458		441	475	360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1916	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
WAS09	Griffith Stadium	1916	27410	N		O	464	421		413		459		388		374	323	61	M	11	11	20	20	11	
BAL10	Terrapin Park	1915		N		O	305					412					310			25		8		8	
BOS07	Fenway Park	1915	35000	N		O	324	335		377		458	496	407		404	314	62	S	25	18	10	4	4	
BOS08	Braves Field	1915	45000	N		O	400	400		415		461		542		390	369	75	L	10	10	10	8	10	
BUF04	Federal League Park	1915		N		O																			
CHI08	West Side Grounds	1915	16000	N		O	340	398		443		442		365		327	316			8	8	40	8	8	
CHI10	Comiskey Park I	1915	35000	N	110	O	363	368		402		420	422	402		368	363	82	M	8	8	8	8	8	
CHI11	Weeghman Park	1915	18000	N		O	327	338		377	455	425	433	344		308	298	62	S	8	8	12	12	12	New LC Bleachers
CIN07	Redland Field	1915	25000	N	104	O	352	373		427		420		431		397	400	60	M	18		18		8	
CLE06	League Park IV	1915	21400	N	117	O	375	383		413		420	460	340		304	290	76	M	5	10	10	20	45	
DET04	Navin Field	1915	23000	N		O	345	357		398		469	479	385		346	370	54	S	12	25	12	6	20	
HAR01	Harrison Field	1915		N		O																			
KAN04	Gordon and Koppel Field	1915		N		O																			
NYC14	Polo Grounds V	1915	34000	N		O	277	377		447		433		443		367	258	65	L	10	16	20	11	12	
NYC15	Ebbets Field	1915	24000	N	100	O	410	408		431		496		386		321	300	85	S	20	20	20	20	19	
NYC19	Washington Park IV	1915	18800	N		O	300					400					275			12		12		20	
PHI09	Baker Bowl	1915	18800	N	92	O	335	356		379		388		325		288	272	53	M	3	3	3	47	40	
PHI11	Shibe Park	1915	26000	N		O	378	346		384		481	509	392		352	340	75	L	12	4	4	12	12	
PIT05	Exposition Park III	1915	16000	N		O	400	393		475		515		439		393	380	65		3	10	10	20	10	
PIT06	Forbes Field	1915	25000	N	118	O	360	369		403		409	462	373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1915	20000	N		O	410	424		458		441	475	360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1915	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
STL08	Handlan's Park	1915		N		O																			
WAS09	Griffith Stadium	1915	27410	N		O	464	421		413		459		388		374	323	61	M	11	11	20	20	11	
BAL10	Terrapin Park	1914		N		O	305					412					310			25		8		8	
BOS05	South End Grounds III	1914	11000	N		O	275	430		435		386		440		304	235	80		6	20	6	10	20	
BOS07	Fenway Park	1914	35000	N		O	324	335		377		458	496	407		404	314	62	S	25	18	10	4	4	
BUF04	Federal League Park	1914		N		O																			
CHI08	West Side Grounds	1914	16000	N		O	340	398		443		442		365		327	316			8	8	40	8	8	
CHI10	Comiskey Park I	1914	35000	N	110	O	363	368		402		420	422	402		368	363	82	M	8	8	8	8	8	
CHI11	Weeghman Park	1914	14000	N		O	327	345		390	455	376	455	307		308	298	62	S	12	30	8	8	12	Dimensions shorter first 3 games of season
CIN07	Redland Field	1914	25000	N	104	O	352	373		427		420		431		397	400	60	M	18		18		8	
CLE06	League Park IV	1914	21400	N	117	O	375	383		413		420	460	340		304	290	76	M	5	10	10	20	45	
DET04	Navin Field	1914	23000	N		O	345	357		398		469	479	385		346	370	54	S	12	25	12	6	20	
IND07	Federal League Park	1914		N		O																			
KAN04	Gordon and Koppel Field	1914		N		O																			
NYC14	Polo Grounds V	1914	34000	N		O	277	377		447		433		443		367	258	65	L	10	16	20	11	12	
NYC15	Ebbets Field	1914	24000	N	100	O	410	408		431		496		386		321	300	85	S	20	20	20	20	19	Home plate moved 9 ft towards LF and 2 ft towards RF
NYC19	Washington Park IV	1914	18800	N		O	300					400					275			12		12		20	Grandstands rebuilt on site of Washington Park III
PHI09	Baker Bowl	1914	18800	N	92	O	335	356		379		388		325		288	272	53	M	3	3	3	47	40	LF bleachers expanded
PHI11	Shibe Park	1914	26000	N		O	378	346		384		481	509	392		352	340	75	L	12	4	4	12	12	
PIT05	Exposition Park III	1914	16000	N		O	400	393		475		515		439		393	380	65		3	10	10	20	10	
PIT06	Forbes Field	1914	24000	N	118	O	360	369		403		409	462	373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1914	20000	N		O	410	424		458		441	475	360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1914	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
STL08	Handlan's Park	1914		N		O																			
WAS09	Griffith Stadium	1914	27410	N		O	464	421		413		459		388		374	323	61	M	11	11	20	20	11	Field Expanded. RF Fence moved back
BOS05	South End Grounds III	1913	11000	N		O	275	430		435		386		440		304	235	80		6	20	6	10	20	
BOS07	Fenway Park	1913	35000	N		O	324	335		374		458	496	407		404	314	68	S	25	18	10	4	4	
CHI08	West Side Grounds	1913	16000	N		O	340	398		443		442		365		327	316			8	8	40	8	8	
CHI10	Comiskey Park I	1913	35000	N	110	O	363	368		402		420	422	402		368	363	82	M	8	8	8	8	8	
CIN07	Redland Field	1913	25000	N	104	O	352	373		427		420		431		397	400	60	M	18		18		8	
CLE06	League Park IV	1913	21400	N	117	O	375	383		413		420	460	340		304	290	76	M	5	10	10	20	45	
DET04	Navin Field	1913	23000	N		O	345	357		398		469	479	385		346	370	54	S	12	25	12	6	20	
NYC14	Polo Grounds V	1913	34000	N		O	277	377		447		433		443		367	258	65	L	10	16	20	11	12	
NYC15	Ebbets Field	1913	24000	N	100	O	419	417		441		507		388		326	301	76	S	20	20	20	20	19	
PHI09	Baker Bowl	1913	17000	N	92	O	335	356		379		408		325		288	272	53	M	3		35	47	40	
PHI11	Shibe Park	1913	26000	N		O	378	346		384		481	509	392		352	340	75	L	12	4	4	12	12	New LF bleachers
PIT06	Forbes Field	1913	24000	N	118	O	360	369		403		409	462	373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1913	20000	N		O	410	424		458		441	475	360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1913	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	
WAS09	Griffith Stadium	1913	27410	N		O	464	421		413		459		383		343	282	61	M	11	11	11	20	14	
BOS05	South End Grounds III	1912	11000	N		O	275	430		435		386		440		304	235	80		6	20	6	10	20	Home plate and LF foul line moved 10 ft to west
BOS07	Fenway Park	1912	35000	N		O	324	335		374		458	496	407		481	314	68	S	25	18	10	4	20	
CHI08	West Side Grounds	1912	16000	N		O	340	398		443		418		365		327	316			8	8	8	8	8	
CHI10	White Sox Park II	1912	35000	N	110	O	363	368		402	422	420	422	402		368	363	82	M	0	8	8	8	0	
CIN07	Redland Field	1912	25000	N	104	O	352	373		427		420		431		397	400	60	M	20	20	20	20	4	
CLE06	League Park IV	1912	21400	N	117	O	375	383		413	460	420		340		304	290	76	M	5	10	10	20	45	
DET04	Navin Field	1912	23000	N		O	345	357		398	479	469		385		346	370	54	S	12	25	12	6	20	
NYC12	Washington Park III	1912	16000	N		O	376	389		415	443	425		349		313	302			12	12	8	20	20	
NYC13	Hilltop Park	1912	17000	N		O	365	365		378		370		372	405	378	365	91		16	12	3	16	12	
NYC14	Polo Grounds V	1912	34000	N		O	277	377		447		433		443		367	258	65	L	10	16	20	11	12	
PHI09	National League Park	1912	17000	N	92	O	335	356		379		408		325		288	272	53	M	3		35	47	40	
PHI11	Shibe Park	1912	23000	N		O	360	391		436	509	481		392		352	340	75	L	12	12	12	12	12	
PIT06	Forbes Field	1912	24000	N	118	O	360	369		403	462	409		373		375	376	84	L	11	20	11	8	11	
STL05	Robison Field	1912	20000	N		O	410	424		458	475	441		360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1912	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	RF Pavilion built.
WAS09	Griffith Stadium	1912	27410	N		O	464	421		413		459		383		343	282	61	M	11	11	11	20	14	
BOS05	South End Grounds III	1911	9800	N		O	250	385		387		378		440		347	255	80		6	20	6	6	20	
BOS06	Huntington Avenue Baseball Grounds	1911	14000	N		O	305	360		402		456		412		365	320	60		3	14	14	28	14	
CHI08	West Side Grounds	1911	16000	N		O	340	398		443		418		365		327	316			8	8	8	8	8	
CHI10	White Sox Park II	1911	35000	N	110	O	363	368		402	422	420	422	402		368	363	82	M	0	8	8	8	0	
CIN06	Palace of the Fans	1911	12000	N		O	360	385		418		400		375		404	450	60		10	20	20	20	4	
CLE06	League Park IV	1911	21400	N	117	O	375	383		413	460	420		340		304	290	76	M	5	10	10	20	45	
DET02	Bennett Park	1911	14000	N		O	295	330		420		490		386		374	440			8	6	16	12	6	
NYC10	Polo Grounds IV	1911	16000	N		O	277	377		446		433		404		348	258	65		10	10	8	10	10	Destroyed by Firein April
NYC12	Washington Park III	1911	14000	N		O	376	389		415	443	425		349		313	302			12	12	8	20	20	
NYC13	Hilltop Park	1911	17000	N		O	365	365		378		370		372	405	378	365	91		16	12	3	16	12	Bleachers added in front of CF
NYC14	Polo Grounds V	1911	26000	N		O	277	377		447		433		443		367	258	65	L	10	16	20	11	12	
PHI09	National League Park	1911	17000	N	92	O	335	356		379		408		325		288	272	53	M	3		35	47	40	
PHI11	Shibe Park	1911	23000	N		O	378	391		436	509	481		392		352	340	75	L	12	12	12	12	12	
PIT06	Forbes Field	1911	24000	N	118	O	360	369		403	462	409		373		375	376	84	L	11	20	11	8	11	Home plate moved 26 ft backwards May 26
STL05	Robison Field	1911	20000	N		O	410	424		458	475	441		360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1911	25500	N		O	350	362		404		420		364		326	270	75	L	8	8	8	8	8	New bleachers and first-base pavilion
WAS09	Griffith Stadium	1911	15000	N		O	480	438		430		459		383		343	282	61	M	11	11	11	11	11	Dimensions different first 32 games
BOS05	South End Grounds III	1910	9800	N		O	250	385		387		378		440		347	255	80		6	20	6	6	20	
BOS06	Huntington Avenue Baseball Grounds	1910	14000	N		O	305	360		402		456		412		365	320	60		3	14	14	28	14	Third-base bleachers extended into fair territory
CHI08	West Side Grounds	1910	16000	N		O	340	398		443		418		365		327	316			8	8	8	8	8	
CHI09	South Side Park III	1910	15000	N		O	330	398		397		386		360		358	325			6	6	6	20	8	
CHI10	White Sox Park II	1910	35000	N	110	O	363	368		402	422	420	422	402		368	363	82	M	0	8	8	8	0	
CIN06	Palace of the Fans	1910	12000	N		O	360	385		418		400		375		404	450	60		10	20	20	20	4	
CLE06	League Park IV	1910	21400	N	117	O	375	383		413	460	420		340		304	290	76	M	5	10	10	20	45	Refurbished from League Park III
DET02	Bennett Park	1910	14000	N		O	295	330		420		490		386		374	440			8	6	16	12	6	RF and LF bleachers added
NYC10	Polo Grounds IV	1910	16000	N		O	277	377		446		433		404		348	258	65		10	10	8	10	10	
NYC12	Washington Park III	1910	14000	N		O	376	389		415	443	425		349		313	302			12	12	8	20	20	
NYC13	Hilltop Park	1910	15000	N		O	365	365		378		409		412		378	365	91		16	8	16	12	12	
PHI09	National League Park	1910	17000	N	92	O	335	356		379		408		325		288	272	53	M	3		35	47	40	LF Bleachers Built
PHI11	Shibe Park	1910	23000	N		O	378	391		436	509	481		392		352	340	75	L	12	12	12	12	12	
PIT06	Forbes Field	1910	24000	N	118	O	306	341		366		417		363		375	359	110	L	3	20	11	8	11	
STL05	Robison Field	1910	20000	N		O	410	424		458	475	441		360		323	312	82	L	8	8	8	15	8	
STL07	Sportsman's Park III	1910	24040	N		O	350	372		435		445		364		326	315	75	L	4	8	8	12	8	
WAS08	American League Park II	1910	9000	N		O	335	418		410		394		418		373	326			10	10	10	16	10	Destroyed by Fire in Spring Training 1911.
BOS05	South End Grounds III	1909	9800	N		O	250	385		387		378		440		347	255	80		6	20	6	6	20	
BOS06	Huntington Avenue Baseball Grounds	1909	14000	N		O	350	360		402		456		412		365	320	60		6	14	14	28	14	New bleachers in CF
CHI08	West Side Grounds	1909	16000	N		O	340	398		443		418		365		327	316			8	8	8	8	8	
CHI09	South Side Park III	1909	15000	N		O	330	398		397		386		360		358	325			6	6	6	20	8	
CIN06	Palace of the Fans	1909	12000	N		O	360	385		418		400		375		404	450	60		10	20	20	20	4	
CLE05	League Park III	1909	11600	N		O	356	364		390		450	455	348		308	290	75		10	10	20	20	20	Refurbished to League Park IV
DET02	Bennett Park	1909	10500	N		O	330	368		440		490		386		374	440			12	12	12	12	5	
NYC10	Polo Grounds IV	1909	16000	N		O	277	377		446		433		404		348	258	65		10	10	8	10	10	CF Bleachers added
NYC12	Washington Park III	1909	14000	N		O	376	389		415	443	425		349		313	302			12	12	8	20	20	
NYC13	Hilltop Park	1909	15000	N		O	365	365		378		409		412		378	365	91		16	8	16	12	12	
PHI09	National League Park	1909	14000	N	92	O	390	400	427	410		408		325		288	272	53	M	12		35		40	
PHI11	Shibe Park	1909	23000	N		O	378	391		436	509	481		392		352	340	75	L	12	12	12	12	12	
PIT05	Exposition Park III	1909	6500	N		O	400	393		475		515		439		393	380	65		3	10	10	20	10	
PIT06	Forbes Field	1909	23000	N	118	O	306	341		366		417		363		375	359	110	L	3	20	11	8	11	
STL05	Robison Field	1909	20000	N		O	410	424		458	475	441		360		323	312	82	L	8	8	8	15	8	Renovation
STL07	Sportsman's Park III	1909	24040	N		O	350	372		435		445		364		326	315	75	L	4	8	8	12	8	
WAS08	American League Park II	1909	9000	N		O	335	418		410		394		418		373	326			10	10	10	16	10	
BOS05	South End Grounds III	1908	9800	N		O	250	385		387		378		440		347	255	80		6	10	6	6	20	Pie bleachers removed and replaced by larger outfield bleachers
BOS06	Huntington Avenue Baseball Grounds	1908	12500	N		O	350	360		402		530		412		365	320	60		6	14	14	28	14	
CHI08	West Side Grounds	1908	16000	N		O	340	398		443		418		365		327	316			8	8	8	8	8	
CHI09	South Side Park III	1908	15000	N		O	330	398		397		386		360		358	325			6	6	6	20	8	
CIN06	Palace of the Fans	1908	12000	N		O	360	385		418		400		375		404	450	60		10	20	20	20	4	
CLE05	League Park III	1908	12600	N		O	356	364		390		450	455	315		308	290	75		10	6	20	20	6	Old CF bleachers removed
DET02	Bennett Park	1908	10500	N		O	330	368		440		490		386		374	440			12	12	12	12	6	Home plate moved 40 ft towrards CF.  RF CF Fence moved back with additional row of grandstand seating
NYC10	Polo Grounds IV	1908	16000	N		O	277	381		446		500		450		359	258	65		3	25	3	3	15	
NYC12	Washington Park III	1908	14000	N		O	376	389		415	443	425		349		313	302			12	12	8	20	20	CF Bleachers added
NYC13	Hilltop Park	1908	15000	N		O	365	365		378		409		412		378	365	91		8	12	16	12	12	
PHI09	National League Park	1908	14000	N	92	O	390	400	427	410		408		325		288	272	53	M	12		35		40	
PHI10	Columbia Park	1908	13600	N		O	340	352		392	440	396		323		290	280	72		8	8	8	11	8	
PIT05	Exposition Park III	1908	6500	N		O	400	393		475		515		439		393	380	65		3	10	10	20	10	
STL05	Robison Field	1908	15000	N		O	410	424		458	475	441		360		323	312	82	L	8	8	8	15	8	
STL06	Sportsman's Park II	1908	17000	N		O	342	333		350	428	390	468	400		331	300	60		10	8	15	8	10	Home Plate Moved to SW Corner.
WAS08	American League Park II	1908	9000	N		O	335	418		410		394		418		373	326			10	10	10	16	10	
BOS05	South End Grounds III	1907	6600	N		O	250	424		430		416		440		347	255	80		10	10	10	6	20	
BOS06	Huntington Avenue Baseball Grounds	1907	12500	N		O	350	360		402		530		412		365	320	60		6	14	14	28	14	
CHI08	West Side Grounds	1907	14200	N		O	340	398		443		442		365		327	316			8	8	8	8	8	
CHI09	South Side Park III	1907	15000	N		O	330	398		397		386		360		358	325			6	6	6	20	8	
CIN06	Palace of the Fans	1907	12000	N		O	360	385		418		400		375		404	450	60		10	20	20	20	4	
CLE05	League Park III	1907	11600	N		O	356	364		390		400	439	315		308	290	75		10	10	20	20	6	
DET02	Bennett Park	1907	8500	N		O	345	384		456	480	432		384		374	370			10	10	10	10	10	
NYC10	Polo Grounds IV	1907	16000	N		O	277	381		446		500		450		359	258	65		3	25	3	3	15	
NYC12	Washington Park III	1907	12000	N		O	376	389		455	500	417		340		305	295			12	12	12	20	20	
NYC13	Hilltop Park	1907	15000	N		O	365	365		378		409		412		378	365	91		8	12	16	12	12	
PHI09	National League Park	1907	14000	N	92	O	390	400	427	410		408		325		288	272	53	M	12		35		40	
PHI10	Columbia Park	1907	13600	N		O	340	352		392	440	396		323		290	280	72		8	8	8	11	8	
PIT05	Exposition Park III	1907	6500	N		O	400	393		475		515		439		393	380	65		3	10	10	20	10	
STL05	Robison Field	1907	15000	N		O	410	424		458	475	441		360		323	312	82	L	8	8	8	15	8	
STL06	Sportsman's Park II	1907	17000	N		O	342	333		350	428	390	468	400		331	300	60		10	8	15	8	10	Additional bleacher seating added
WAS08	American League Park II	1907	9000	N		O	335	418		410		394		418		373	326			10	10	10	16	10	
BOS05	South End Grounds III	1906	6600	N		O	250	424		430		416		440		347	255	80		10	10	10	6	20	
BOS06	Huntington Avenue Baseball Grounds	1906	12500	N		O	350	360		402		530		412		365	320	60		6	14	14	28	14	
CHI08	West Side Grounds	1906	14200	N		O	340	398		443		442		365		327	316			8	8	8	8	8	
CHI09	South Side Park III	1906	14000	N		O	330	398		397		386		360		358	325			6	6	6	20	8	
CIN06	Palace of the Fans	1906	12000	N		O	360	385		418		400		375		404	450	60		10	20	20	20	4	
CLE05	League Park III	1906	11600	N		O	356	364		390		400	439	315		308	290	75		10	10	20	20	6	
DET02	Bennett Park	1906	8500	N		O	345	384		456	480	432		384		374	370			10	10	10	10	10	
NYC10	Polo Grounds IV	1906	16000	N		O	277	381		446		500		450		359	258	65		3	25	3	3	15	
NYC12	Washington Park III	1906	12000	N		O	376	389		455	500	417		340		305	295			12	12	12	20	20	
NYC13	Hilltop Park	1906	15000	N		O	365	365		378		420		424		398	385	91		8		12		12	
PHI09	National League Park	1906	14000	N	92	O	390	400	427	410		408		325		288	272	53	M	12		35		40	
PHI10	Columbia Park	1906	13600	N		O	340	352		392	440	396		323		290	280	72		8	8	8	11	8	
PIT05	Exposition Park III	1906	6500	N		O	400	393		475		515		439		393	380	65		3	10	10	20	10	
STL05	Robison Field	1906	15000	N		O	410	424		458	475	441		360		323	312	82	L	8	8	8	15	8	
